title,date,type,id,person,citation,invited-by,original-title,place
The complexity approach to economic development as a new rationale for industrial policy?,11.06.2017,Vortrag auf einer Tagung (referiert),24019,Gräbner-Radkowitsch C.,", Österreich, 11.06.2017",,EAEPE Symposium on Development Economics,"DIW, Berlin, DE"
Mendelejews Traum – Faktuale und fiktionale Komponenten einer Wissenschaftsgeschichte,26.05.2017,Vortrag auf einer Tagung (referiert),25817,Hirte K.,", Deutschland, 26.05.2017",Universität Augsburg,,11. Workshop Historische Netzwerkforschung
Neoliberale Think Tanks als Katalysatoren gesellschaftlicher Reformdiskurse.,21.04.2017,Vortrag auf einer Tagung (referiert),22697,"Pühringer S., Stelzer-Orthofer C.",", Österreich, 21.04.2017",,ESPAnet Austria: 1. Forschungskonferenz Sozialpolitik,"Wien, WU"
Arbeitsmarktpolitik als Gesellschaftspolitik,20.04.2017,Vortrag auf einer Tagung (referiert),23550,Griesser M.,", Österreich, 20.04.2017",,ESPAnet Austria: 1. Forschungskonferenz Sozialpolitik,Wirtschaftsuniversität Wien
Did fiscal consolidation cause the double-dip recession in the euro area?,20.02.2017,Vortrag auf einer Tagung (referiert),24012,Heimberger P.,", Österreich, 20.02.2017",,"Keynes-Tagung „Keynes, Geld und Finanzen“",Wien
"Uneven waves of commodification, decommodification, and recommodification. Karl Polanyi and the Analysis of Welfare State Transformation",13.01.2017,Vortrag auf einer Tagung (referiert),22045,Griesser M.,", Österreich, 13.01.2017",,A Great Transformation? Global Perspectives on Contemporary Capitalisms,JKU Linz
Enforcing economic liberalism in European fiscal policy-making: On the role of the European Commission’s poential output model,11.01.2017,Vortrag auf einer Tagung (referiert),24010,Heimberger P.,", Österreich, 11.01.2017",,A Great Transformation?,Linz
Prospects of a sustainable automotive industry,11.01.2017,Vortrag auf einer Tagung (referiert),22420,Aistleitner M.,", Österreich, 11.01.2017",,A Great Transformation? Global Perspectives on Contemporary Capitalisms,10-13.01.2017
The Complementary Relationship Between Evolutionary-Institutional and Complexity Economics,07.01.2017,Vortrag auf einer Tagung (referiert),24018,Gräbner-Radkowitsch C.,", Vereinigte Staaten, 07.01.2017",,Allied Social Sciences Associations (ASSA) Annual Meeting,"Chicago, IL"
The Nature of Institutions: A Computational Perspective,07.01.2017,Vortrag auf einer Tagung (referiert),24016,Gräbner-Radkowitsch C.,", Vereinigte Staaten, 07.01.2017",,Allied Social Sciences Associations (ASSA) Annual Meeting,"San Francisco, CA"
Ökonomen-Netzwerke – Zu historischen und aktuellen Netzwerken der deutschen VWL-Professorinnen und Professoren,05.12.2016,Vortrag auf einer Tagung (referiert),21744,Hirte K.,", Deutschland, 05.12.2016","Schader-Forum, Tagung: Der Stand der Netzwerkforschung",,Darmstadt
The performativity of potential output: Pro-cyclicality and path dependency in coordinating European fiscal policies,05.11.2016,Vortrag auf einer Tagung (referiert),21515,"Heimberger P., Kapeller J.",", Vereinigtes Königreich, 05.11.2016",,The 28th annual EAEPE conference,Manchester
"The effect of selection and reputation mechanisms on the emergence of cooperation,",04.11.2016,Vortrag auf einer Tagung (referiert),24017,Gräbner-Radkowitsch C.,", Vereinigtes Königreich, 04.11.2016",,Annual Conference of the European Association for Evolutionary Political Economy (EAEPE),"Manchester Metropolitan University, Manchester, UK"
The “Performative Footprint” of economists political and societal impact of post-war German economists,04.11.2016,Vortrag auf einer Tagung (referiert),21307,Pühringer S.,", Vereinigtes Königreich, 04.11.2016",,"Annual Conference ""European Association for Evolutionary and Political Economy""","Manchester, Metropolitan University"
The performativity of potential output: Pro-cyclicality and path dependency in coordinating European fiscal policies,21.10.2016,Vortrag auf einer Tagung (referiert),21514,"Heimberger P., Kapeller J.",", Deutschland, 21.10.2016",,FMM conference - Towards Pluralism in Macroeconomics?,Berlin
Perspektiven für eine nachhaltige Automobilindustrie,15.10.2016,Vortrag auf einer Tagung (referiert),21404,Aistleitner M.,", Österreich, 15.10.2016",,Momentum 2016: Macht,
"Spezialisierung, Stratifikation und internationale Wirtschaft",15.10.2016,Vortrag auf einer Tagung (referiert),21822,Kapeller J.,", Österreich, 15.10.2016",,Momentum16: Macht,Hallstatt
Strategien einer permanenten neoliberalen Diskurshegemonie?,14.10.2016,Vortrag auf einer Tagung (referiert),21301,"Liedl B., Pühringer S.",", Österreich, 14.10.2016",,Momentum Kongress 2016: Macht,Hallstatt
Zeitlichkeit und Tauschfähigkeit bei Rosa Luxemburg und Joseph Alois Schumpeter,24.09.2016,Vortrag auf einer Tagung (referiert),21303,Hirte K.,", Deutschland, 24.09.2016","SPP 1688 der DFG, Universität Gießen.",,"Tagung: Aisthetische Eigenzeiten von Tausch und Gabe. SPP 1688 der DFG, Universität Gießen."
The performativity of potential output: Pro-cyclicality and path-dependency in coordinating European fiscal policies,20.09.2016,Vortrag auf einer Tagung (referiert),21824,Kapeller J.,", Niederlande, 20.09.2016",,Conference on Complex Systems (CCS),"Amsterdam, NL"
Computational Game Theory and the Micro Foundations of Institutions,08.09.2016,Vortrag auf einer Tagung (referiert),25916,Gräbner-Radkowitsch C.,", Niederlande, 08.09.2016",,Institutions - Emergence or Design?,
Discursive Shifts in the Transition from an “Active” to an “Activating” Labour Market Policy (LMP),07.07.2016,Vortrag auf einer Tagung (referiert),21296,"Griesser M., Pühringer S.",", Vereinigtes Königreich, 07.07.2016",,Interpretive Policy Analysis Conference,University of Hull
Zur zentralen Rolle ordoliberaler Netzwerke in wirtschaftspolitischen Reformprozessen in Deutschland,02.07.2016,Vortrag auf einer Tagung (referiert),21295,"Pühringer S., Ötsch W.",", Deutschland, 02.07.2016",,Jahrestagung des Ausschusses für Evolutorische Ökonomik im Verein für Socialpolitik an der Leibniz Universität Hannover,Universität Hannover
Still the Queens of Social Sciences. (Post-)Crisis power balances  of “public economists” in Germany,11.06.2016,Vortrag auf einer Tagung (referiert),21293,Pühringer S.,", Griechenland, 11.06.2016","University of Crete, Faculty of Social, Economic and Political Sciences",Crisis and the Social Sciences: New Challenges and Perspectives,"Crete, Rythymno"
Krise und ökonomische Politikberatung,05.12.2015,Vortrag auf einer Tagung (referiert),18991,Pühringer S.,", Österreich, 05.12.2015",,7. Wintertagung des ICAE: Ökonomie! Welche Ökonomie? Zu Stand und Status der Wirtschaftswissenschaft,Linz
Wirtschaftspolitische Ausrichtungen in österreichischen Parteiprogrammen,05.12.2015,Vortrag auf einer Tagung (referiert),19549,Grimm C.,", Österreich, 05.12.2015",,7. Wintertagung des ICAE: Ökonomie! Welche Ökonomie? Zu Stand und Status der Wirtschaftswissenschaft,"Wissensturm, Linz"
„Landnahme“. Zur Ökonomie Rosa Luxemburgs und dem Defizit-Problem in der Ökonomie.,05.12.2015,Vortrag auf einer Tagung (referiert),19104,Hirte K.,", Österreich, 05.12.2015",,,"Wintertagung ICAE, Universität Linz"
"Funktionen, Policies, Diskurse. Ein Beitrag zur Erklärung (sozial-)staatlicher Transformation",28.11.2015,Vortrag auf einer Tagung (referiert),18964,Griesser M.,", Österreich, 28.11.2015",,Tag der Politikwissenschaft 2015,Universität Salzburg
Exklusionen in der Ökonomie? Die Situation der Heterodoxen in Deutschland und ihre Ursachen,27.11.2015,Vortrag auf einer Tagung (referiert),19106,Hirte K.,", Deutschland, 27.11.2015",,,"Konferenz „Teaching Economics in the 21st Century, HWR Berlin"
Politik und ihre Ad-hoc- Gremien in Krisenzeiten: Public Management zwischen Demokratie und Wirkungsorientierung?,23.10.2015,Vortrag auf einer Tagung (referiert),19107,Hirte K.,", Österreich, 23.10.2015",,,"Momentum 2015: Kritik, Track 2: Public Management, Hallstatt"
Agrarsoziologie ohne Aufgaben?  Zum vergangenen und zukünftigem Aufgaben-verständnis in der deutschsprachigen Agrarsoziologie,01.10.2015,Vortrag auf einer Tagung (referiert),19108,Hirte K.,", Österreich, 01.10.2015",,,"Soziologiekongress 2015, Universität Innsbruck"
Eine algorithmische Perspektive auf die Evolution von Institutionen,01.10.2015,Vortrag auf einer Tagung (referiert),24015,Gräbner-Radkowitsch C.,", Deutschland, 01.10.2015",,Buchenbachworkshop,"Buchenbach, DE"
It’s not only about inequality: the role of unmet aspirations and speculative capital for explaining social protest,18.09.2015,Vortrag auf einer Tagung (referiert),24011,"Flechtner S., Gräbner-Radkowitsch C.",", Italien, 18.09.2015",,Annual Conference of the European Association for Evolutionary Political Economy (EAEPE),"University of Genoa, Italien"
The Nature of Institutions: A Computational Perspective,18.09.2015,Vortrag auf einer Tagung (referiert),24008,Gräbner-Radkowitsch C.,", Italien, 18.09.2015",,Allied Social Sciences Associations (ASSA) Annual Meeting,"San Francisco, CA"
Economics return to a dismal science? A CPE approach to the role of economic thought in German labour market reforms from the 1960s to the 2000s,02.09.2015,Vortrag auf einer Tagung (referiert),18990,"Griesser M., Pühringer S.",", Vereinigtes Königreich, 02.09.2015",,Inaugural Conference of Cultural Political Economy,Lancaster University
Economics return to a dismal science? The changing role of economic thought in German labour market reforms from the 1960s to the 2000s,02.09.2015,Vortrag auf einer Tagung (referiert),18294,"Griesser M., Pühringer S.",", Vereinigtes Königreich, 02.09.2015",,Inaugural Conference on Cultural Political Economy,Lancaster University
Beyond Equilibrium: Revisting Two-Sided Markets from an Agent-Based Perspective,19.08.2015,Vortrag auf einer Tagung (referiert),24013,"Gräbner-Radkowitsch C., Heinrich T.",", Italien, 19.08.2015",,Annual Conference of the European Association for Evolutionary Political Economy (EAEPE),"University of Genoa, Italien"
Ökonom*innen und Politik. Analyse zur politischen Einflußnahme deutschsprachiger Ökonom*innen und Ökonomie.,16.07.2015,Vortrag auf einer Tagung (referiert),19109,Hirte K.,", Deutschland, 16.07.2015",,,"Workshop Netzwerk „Soziologie der Ökonomie“, Universität Freiburg"
The narrow concept of “economic normality” in economists public crisis discourse,08.07.2015,Vortrag auf einer Tagung (referiert),18989,Pühringer S.,", Frankreich, 08.07.2015",,10th Conference of Interpretive Policy Analysis.,Lille
Two perspectives on citation metrics in economics,12.04.2015,Vortrag auf einer Tagung (referiert),17672,Kapeller J.,", Frankreich, 12.04.2015",,"Conference of the Institute for New Economic Thinking (INET) ""Egalite, Liberte, Fragilite",Paris
Markets as „ultimate judges“ of economic policies. Angela Merkel´s interpretation of the economic crisis and her conclusions for European crisis policies,11.04.2015,Vortrag auf einer Tagung (referiert),17795,Pühringer S.,", Österreich, 11.04.2015",,1st Vienna Conference on Pluralism in Economics,
Agent-Based Computational Models: A Useful Heuristic for Institutional Pattern Modeling?,03.01.2015,Vortrag auf einer Tagung (referiert),24005,Gräbner-Radkowitsch C.,", Vereinigte Staaten, 03.01.2015",,Allied Social Sciences Associations (ASSA) Annual Meeting,"Boston, MA"
Beyond Foundations: Systemism in Economic Thinking,03.01.2015,Vortrag auf einer Tagung (referiert),17748,Kapeller J.,", Vereinigte Staaten, 03.01.2015",,ASSA Converence 2015,Boston
Märkte und die Anerkennung von Arbeit – schlechte und ungleiche Bezahlung als nur eine geschlechterspezifische Frage? Ein erkenntnistheoretischer Zugang zur Frage der schlechten Bezahlung bestimmter Tätigkeiten,12.12.2014,Vortrag auf einer Tagung (referiert),16927,Hirte K.,", Österreich, 12.12.2014",Institut für die Gesamtanalyse der Wirtschaft,Markt! Welcher Markt? Der interdisziplinäre Diskurs um Märkte und Marktwirtschaft,Linz
About Implicit Assumptions in Formal Modelling – The Case of DSGE and ABM in Economics,07.11.2014,Vortrag auf einer Tagung (referiert),24003,Gräbner-Radkowitsch C.,", Zypern, 07.11.2014",,Annual Conference of the European Association for Evolutionary Political Economy (EAEPE),"University of Cyprus, Nicosia, Zypern"
Crisis resistance of inequality,24.09.2014,Vortrag auf einer Tagung (referiert),16071,"Bräutigam L., Pühringer S.",", Österreich, 24.09.2014",,"The Future of Capitalism Development, Un(der)employment and Inequality",Wien
From free to civilised markets. First steps towards Eutopia,12.09.2014,Vortrag auf einer Tagung (referiert),15992,"Kapeller J., Schütz B., Tamesberger D.",", Vereinigtes Königreich, 12.09.2014",,"WINIR conference ""Institutions that change the world""","Old Royal Naval College, London"
Zur Performativität der Ökonomik und aktuellen ÖkonomInnen-Netzwerken in Deutschland,17.07.2014,Vortrag auf einer Tagung (referiert),21757,Hirte K.,", Österreich, 17.07.2014",,,
From Free to Civilized Markets: First Steps towards Eutopia,06.03.2014,Vortrag auf einer Tagung (referiert),15315,"Kapeller J., Schütz B.",", Belgien, 06.03.2014",,Progressive Economy Forum,Europäisches Parlament Brüssel
Zur Performativität der Ökonomik als Wissenschaft in Verantwortung,14.12.2013,Vortrag auf einer Tagung (referiert),14273,"Hirte K., Pühringer S.",", Österreich, 14.12.2013","ICAE, Uni Linz; ZÖSS, Uni Hamburg","Wissen! Welches Wissen? Wahrheit, Theorie und Glauben in der ökonomischen Theorie",Wissensturm Linz
Formal Foundations of Agent-Based Models and Simulations,08.11.2013,Vortrag auf einer Tagung (referiert),24002,Gräbner-Radkowitsch C.,", Frankreich, 08.11.2013",,Annual Conference of the European Association for Evolutionary Political Economy (EAEPE),"University of Paris 13, Paris, Frankreich"
Der Fiskalpakt und seine Implementation in Österreich,18.10.2013,Vortrag auf einer Tagung (referiert),14322,"Plaimer W., Pühringer S.",", Österreich, 18.10.2013",,Momentum 2013: Fortschritt,"Hallstatt, Kongresszentrum"
Simulationen in der Evolutorischen Ökonomik,03.10.2013,Vortrag auf einer Tagung (referiert),24000,Gräbner-Radkowitsch C.,", Deutschland, 03.10.2013",,Buchenbachworkshop,"Buchenbach, DE"
Aus den Vorhöfen der Macht in die Medien hin zur eigenen Partei. Formen der der Einflussnahme von ÖkonomInnen auf Politik und Wirtschaft im Zuge der Finanz- und Wirtschaftskrisenpolitik.,26.09.2013,Vortrag auf einer Tagung (referiert),14272,Pühringer S.,", Österreich, 26.09.2013",Österreichische Gesellschaft für Soziologie,,JKU Linz
"Tsunami, Earthquake, Fever. Economists’ framing of the financial crisis in the public economic discourse",10.09.2013,Vortrag auf einer Tagung (referiert),14276,Pühringer S.,", Österreich, 10.09.2013",AK Wien,The Economy in Crisis and the Crisis of Economics,"Austrian Chamber of Labor, Vienna"
